,Rank,NOC,Gold,Silver,Bronze,Total,Year,Athlete_Count,Host,game_sum
2248,0.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2249,0.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2250,0.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
2251,0.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2252,0.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2253,0.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2256,0.0,Liberia,0.0,0.0,0.0,0.0,2008,0.0,0.0,1
2257,0.0,Liberia,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
2258,0.0,Liberia,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2259,0.0,Liberia,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2260,0.0,Liberia,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2261,0.0,Liberia,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
2262,0.0,Liberia,0.0,0.0,0.0,0.0,1972,0.0,0.0,1
2263,0.0,Liberia,0.0,0.0,0.0,0.0,1956,0.0,0.0,1
2264,0.0,Liberia,0.0,0.0,0.0,0.0,1960,0.0,0.0,1
2265,0.0,Liberia,0.0,0.0,0.0,0.0,1964,0.0,0.0,1
2266,0.0,Liberia,0.0,0.0,0.0,0.0,2016,0.0,0.0,1
2267,0.0,Liberia,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2268,0.0,Liberia,0.0,0.0,0.0,0.0,2020,0.0,0.0,1
2269,0.0,Liberia,0.0,0.0,0.0,0.0,2024,0.0,0.0,1
2282,0.0,Nepal,0.0,0.0,0.0,0.0,2008,0.0,0.0,6
2283,0.0,Nepal,0.0,0.0,0.0,0.0,2004,0.0,0.0,4
2284,0.0,Nepal,0.0,0.0,0.0,0.0,1988,0.0,0.0,5
2285,0.0,Nepal,0.0,0.0,0.0,0.0,1980,0.0,0.0,3
2286,0.0,Nepal,0.0,0.0,0.0,0.0,2016,0.0,0.0,5
2287,0.0,Nepal,0.0,0.0,0.0,0.0,1996,0.0,0.0,4
2288,0.0,Nepal,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2289,0.0,Nepal,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2290,0.0,Nepal,0.0,0.0,0.0,0.0,1984,0.0,0.0,3
2291,0.0,Nepal,0.0,0.0,0.0,0.0,1964,0.0,0.0,2
2292,0.0,Nepal,0.0,0.0,0.0,0.0,1972,0.0,0.0,1
2293,0.0,Nepal,0.0,0.0,0.0,0.0,1976,0.0,0.0,1
2294,0.0,Nepal,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2295,0.0,Nepal,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2296,0.0,Nepal,0.0,0.0,0.0,0.0,2024,0.0,0.0,6
2304,0.0,Palau,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2305,0.0,Palau,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2306,0.0,Palau,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2307,0.0,Palau,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
2308,0.0,Palau,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2309,0.0,Palau,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2310,0.0,Palau,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2349,0.0,American Samoa,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
2350,0.0,American Samoa,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2351,0.0,American Samoa,0.0,0.0,0.0,0.0,1996,0.0,0.0,5
2352,0.0,American Samoa,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2353,0.0,American Samoa,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
2354,0.0,American Samoa,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2355,0.0,American Samoa,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2356,0.0,American Samoa,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2357,0.0,American Samoa,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2358,0.0,American Samoa,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2369,0.0,Rwanda,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2370,0.0,Rwanda,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
2371,0.0,Rwanda,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2372,0.0,Rwanda,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2373,0.0,Rwanda,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2374,0.0,Rwanda,0.0,0.0,0.0,0.0,1988,0.0,0.0,1
2375,0.0,Rwanda,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2376,0.0,Rwanda,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2377,0.0,Rwanda,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2378,0.0,Rwanda,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2379,0.0,Rwanda,0.0,0.0,0.0,0.0,2024,0.0,0.0,4
2403,0.0,Malta,0.0,0.0,0.0,0.0,1980,0.0,0.0,3
2404,0.0,Malta,0.0,0.0,0.0,0.0,1984,0.0,0.0,5
2405,0.0,Malta,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
2406,0.0,Malta,0.0,0.0,0.0,0.0,2004,0.0,0.0,5
2407,0.0,Malta,0.0,0.0,0.0,0.0,2000,0.0,0.0,5
2408,0.0,Malta,0.0,0.0,0.0,0.0,2008,0.0,0.0,4
2409,0.0,Malta,0.0,0.0,0.0,0.0,1936,0.0,0.0,2
2410,0.0,Malta,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2411,0.0,Malta,0.0,0.0,0.0,0.0,1972,0.0,0.0,2
2412,0.0,Malta,0.0,0.0,0.0,0.0,1928,0.0,0.0,1
2413,0.0,Malta,0.0,0.0,0.0,0.0,1996,0.0,0.0,5
2414,0.0,Malta,0.0,0.0,0.0,0.0,1960,0.0,0.0,4
2415,0.0,Malta,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2416,0.0,Malta,0.0,0.0,0.0,0.0,1992,0.0,0.0,4
2417,0.0,Malta,0.0,0.0,0.0,0.0,1968,0.0,0.0,1
2418,0.0,Malta,0.0,0.0,0.0,0.0,1948,0.0,0.0,1
2419,0.0,Malta,0.0,0.0,0.0,0.0,2020,0.0,0.0,5
2420,0.0,Malta,0.0,0.0,0.0,0.0,2024,0.0,0.0,4
2431,0.0,Guinea,0.0,0.0,0.0,0.0,1980,0.0,0.0,3
2432,0.0,Guinea,0.0,0.0,0.0,0.0,1988,0.0,0.0,3
2433,0.0,Guinea,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2434,0.0,Guinea,0.0,0.0,0.0,0.0,2000,0.0,0.0,4
2435,0.0,Guinea,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2436,0.0,Guinea,0.0,0.0,0.0,0.0,1968,0.0,0.0,1
2437,0.0,Guinea,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
2438,0.0,Guinea,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2439,0.0,Guinea,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
2440,0.0,Guinea,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2441,0.0,Guinea,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2442,0.0,Guinea,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2443,0.0,Guinea,0.0,0.0,0.0,0.0,2024,0.0,0.0,5
2444,0.0,Belize,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2445,0.0,Belize,0.0,0.0,0.0,0.0,1968,0.0,0.0,4
2446,0.0,Belize,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2447,0.0,Belize,0.0,0.0,0.0,0.0,1984,0.0,0.0,3
2448,0.0,Belize,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2449,0.0,Belize,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2450,0.0,Belize,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2451,0.0,Belize,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2452,0.0,Belize,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2453,0.0,Belize,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2454,0.0,Belize,0.0,0.0,0.0,0.0,1972,0.0,0.0,1
2455,0.0,Belize,0.0,0.0,0.0,0.0,1976,0.0,0.0,2
2456,0.0,Belize,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2457,0.0,Belize,0.0,0.0,0.0,0.0,2024,0.0,0.0,1
2482,0.0,Sierra Leone,0.0,0.0,0.0,0.0,1980,0.0,0.0,2
2483,0.0,Sierra Leone,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
2484,0.0,Sierra Leone,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
2485,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2486,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2487,0.0,Sierra Leone,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2488,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2489,0.0,Sierra Leone,0.0,0.0,0.0,0.0,1968,0.0,0.0,2
2490,0.0,Sierra Leone,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
2491,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2492,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
2493,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2494,0.0,Sierra Leone,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2495,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
2496,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
2497,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,1992,0.0,0.0,4
2498,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2016,0.0,0.0,6
2499,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2500,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2501,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2008,0.0,0.0,5
2502,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2503,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,1976,0.0,0.0,3
2504,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2012,0.0,0.0,5
2505,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2020,0.0,0.0,5
2506,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,2024,0.0,0.0,5
2507,0.0,Yemen,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2508,0.0,Yemen,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2509,0.0,Yemen,0.0,0.0,0.0,0.0,2008,0.0,0.0,4
2510,0.0,Yemen,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2511,0.0,Yemen,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2512,0.0,Yemen,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2513,0.0,Yemen,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2514,0.0,Yemen,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2515,0.0,Yemen,0.0,0.0,0.0,0.0,2024,0.0,0.0,4
2516,0.0,Oman,0.0,0.0,0.0,0.0,1984,0.0,0.0,3
2517,0.0,Oman,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2518,0.0,Oman,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2519,0.0,Oman,0.0,0.0,0.0,0.0,1988,0.0,0.0,3
2520,0.0,Oman,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
2521,0.0,Oman,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2522,0.0,Oman,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2523,0.0,Oman,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2524,0.0,Oman,0.0,0.0,0.0,0.0,1996,0.0,0.0,4
2525,0.0,Oman,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2526,0.0,Oman,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2540,0.0,Vanuatu,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2541,0.0,Vanuatu,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2542,0.0,Vanuatu,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
2543,0.0,Vanuatu,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2544,0.0,Vanuatu,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2545,0.0,Vanuatu,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2546,0.0,Vanuatu,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2547,0.0,Vanuatu,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2548,0.0,Vanuatu,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2549,0.0,Vanuatu,0.0,0.0,0.0,0.0,2024,0.0,0.0,5
2582,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
2583,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2584,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2585,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2586,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2587,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2588,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2008,0.0,0.0,1
2589,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2590,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2591,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2592,0.0,British Virgin Islands,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2616,0.0,Central African Republic,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2617,0.0,Central African Republic,0.0,0.0,0.0,0.0,1992,0.0,0.0,3
2618,0.0,Central African Republic,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2619,0.0,Central African Republic,0.0,0.0,0.0,0.0,1988,0.0,0.0,3
2620,0.0,Central African Republic,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2621,0.0,Central African Republic,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2622,0.0,Central African Republic,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2623,0.0,Central African Republic,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2624,0.0,Central African Republic,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2625,0.0,Central African Republic,0.0,0.0,0.0,0.0,1968,0.0,0.0,1
2626,0.0,Central African Republic,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2627,0.0,Central African Republic,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2628,0.0,Madagascar,0.0,0.0,0.0,0.0,2012,0.0,0.0,5
2629,0.0,Madagascar,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2630,0.0,Madagascar,0.0,0.0,0.0,0.0,1972,0.0,0.0,2
2631,0.0,Madagascar,0.0,0.0,0.0,0.0,2004,0.0,0.0,5
2632,0.0,Madagascar,0.0,0.0,0.0,0.0,2008,0.0,0.0,4
2633,0.0,Madagascar,0.0,0.0,0.0,0.0,1980,0.0,0.0,4
2634,0.0,Madagascar,0.0,0.0,0.0,0.0,2000,0.0,0.0,4
2635,0.0,Madagascar,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2636,0.0,Madagascar,0.0,0.0,0.0,0.0,1964,0.0,0.0,1
2637,0.0,Madagascar,0.0,0.0,0.0,0.0,1992,0.0,0.0,6
2638,0.0,Madagascar,0.0,0.0,0.0,0.0,1996,0.0,0.0,4
2639,0.0,Madagascar,0.0,0.0,0.0,0.0,1968,0.0,0.0,2
2640,0.0,Madagascar,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2641,0.0,Madagascar,0.0,0.0,0.0,0.0,2024,0.0,0.0,5
2642,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2008,0.0,0.0,4
2643,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2016,0.0,0.0,5
2644,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,1992,0.0,0.0,6
2645,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,1996,0.0,0.0,7
2646,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2000,0.0,0.0,4
2647,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2004,0.0,0.0,8
2648,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2649,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2020,0.0,0.0,5
2650,0.0,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2651,0.0,Guam,0.0,0.0,0.0,0.0,2008,0.0,0.0,5
2652,0.0,Guam,0.0,0.0,0.0,0.0,1992,0.0,0.0,8
2653,0.0,Guam,0.0,0.0,0.0,0.0,1988,0.0,0.0,7
2654,0.0,Guam,0.0,0.0,0.0,0.0,2012,0.0,0.0,5
2655,0.0,Guam,0.0,0.0,0.0,0.0,1996,0.0,0.0,4
2656,0.0,Guam,0.0,0.0,0.0,0.0,2000,0.0,0.0,5
2657,0.0,Guam,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2658,0.0,Guam,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2659,0.0,Guam,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2660,0.0,Guam,0.0,0.0,0.0,0.0,2024,0.0,0.0,6
2661,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2662,0.0,Cayman Islands,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2663,0.0,Cayman Islands,0.0,0.0,0.0,0.0,1992,0.0,0.0,3
2664,0.0,Cayman Islands,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
2665,0.0,Cayman Islands,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2666,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2667,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2668,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2669,0.0,Cayman Islands,0.0,0.0,0.0,0.0,1976,0.0,0.0,1
2670,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2671,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2672,0.0,Cayman Islands,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2686,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2687,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2688,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2689,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2690,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2691,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2692,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2693,0.0,Guinea-Bissau,0.0,0.0,0.0,0.0,2024,0.0,0.0,5
2694,0.0,Timor-Leste,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2695,0.0,Timor-Leste,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2696,0.0,Timor-Leste,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
2697,0.0,Timor-Leste,0.0,0.0,0.0,0.0,2008,0.0,0.0,1
2698,0.0,Timor-Leste,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2699,0.0,Timor-Leste,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2700,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2701,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,1988,0.0,0.0,3
2702,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,1992,0.0,0.0,4
2703,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2704,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2705,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,1968,0.0,0.0,1
2706,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2707,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2708,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2709,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2008,0.0,0.0,4
2710,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2711,0.0,Democratic Republic of the Congo,0.0,0.0,0.0,0.0,2024,0.0,0.0,4
2738,0.0,Laos,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2739,0.0,Laos,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2740,0.0,Laos,0.0,0.0,0.0,0.0,1980,0.0,0.0,3
2741,0.0,Laos,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2742,0.0,Laos,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
