,Rank,NOC,Gold,Silver,Bronze,Total,Year,Athlete_Count,Host,game_sum
2743,0.0,Laos,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2744,0.0,Laos,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2745,0.0,Laos,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2746,0.0,Laos,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2747,0.0,Laos,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2748,0.0,Laos,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2759,0.0,Cambodia,0.0,0.0,0.0,0.0,1964,0.0,0.0,3
2760,0.0,Cambodia,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2761,0.0,Cambodia,0.0,0.0,0.0,0.0,1972,0.0,0.0,3
2762,0.0,Cambodia,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2763,0.0,Cambodia,0.0,0.0,0.0,0.0,1956,0.0,0.0,1
2764,0.0,Cambodia,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2765,0.0,Cambodia,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2766,0.0,Cambodia,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2767,0.0,Cambodia,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
2768,0.0,Cambodia,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2769,0.0,Cambodia,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2770,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2771,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
2772,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
2773,0.0,Solomon Islands,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
2774,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2775,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2776,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2777,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2778,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2779,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2780,0.0,Solomon Islands,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2796,0.0,Cape Verde,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2797,0.0,Cape Verde,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2798,0.0,Cape Verde,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2799,0.0,Cape Verde,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2800,0.0,Cape Verde,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2801,0.0,Cape Verde,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2802,0.0,Cape Verde,0.0,0.0,0.0,0.0,2020,0.0,0.0,5
2803,0.0,Cape Verde,0.0,0.0,0.0,0.0,2024,0.0,0.0,5
2804,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
2805,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2806,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2807,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
2808,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,1988,0.0,0.0,1
2809,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2810,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
2811,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2016,0.0,0.0,1
2812,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2813,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2814,0.0,Equatorial Guinea,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2815,0.0,Bolivia,0.0,0.0,0.0,0.0,1992,0.0,0.0,6
2816,0.0,Bolivia,0.0,0.0,0.0,0.0,1972,0.0,0.0,3
2817,0.0,Bolivia,0.0,0.0,0.0,0.0,1968,0.0,0.0,3
2818,0.0,Bolivia,0.0,0.0,0.0,0.0,1984,0.0,0.0,6
2819,0.0,Bolivia,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2820,0.0,Bolivia,0.0,0.0,0.0,0.0,1988,0.0,0.0,6
2821,0.0,Bolivia,0.0,0.0,0.0,0.0,1996,0.0,0.0,5
2822,0.0,Bolivia,0.0,0.0,0.0,0.0,2008,0.0,0.0,5
2823,0.0,Bolivia,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2824,0.0,Bolivia,0.0,0.0,0.0,0.0,2016,0.0,0.0,5
2825,0.0,Bolivia,0.0,0.0,0.0,0.0,1936,0.0,0.0,2
2826,0.0,Bolivia,0.0,0.0,0.0,0.0,2004,0.0,0.0,5
2827,0.0,Bolivia,0.0,0.0,0.0,0.0,1976,0.0,0.0,4
2828,0.0,Bolivia,0.0,0.0,0.0,0.0,1964,0.0,0.0,1
2829,0.0,Bolivia,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2830,0.0,Bolivia,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2831,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,1992,0.0,0.0,3
2832,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2833,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2834,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2835,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2836,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,1996,0.0,0.0,4
2837,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2838,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,1984,0.0,0.0,3
2839,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
2840,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,1976,0.0,0.0,2
2841,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2842,0.0,Antigua and Barbuda,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2843,0.0,Andorra,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
2844,0.0,Andorra,0.0,0.0,0.0,0.0,1996,0.0,0.0,5
2845,0.0,Andorra,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2846,0.0,Andorra,0.0,0.0,0.0,0.0,2004,0.0,0.0,4
2847,0.0,Andorra,0.0,0.0,0.0,0.0,2008,0.0,0.0,4
2848,0.0,Andorra,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2849,0.0,Andorra,0.0,0.0,0.0,0.0,1992,0.0,0.0,5
2850,0.0,Andorra,0.0,0.0,0.0,0.0,1976,0.0,0.0,2
2851,0.0,Andorra,0.0,0.0,0.0,0.0,1980,0.0,0.0,1
2852,0.0,Andorra,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
2853,0.0,Andorra,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
2854,0.0,Andorra,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2855,0.0,Andorra,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2895,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2896,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
2897,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
2898,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2012,0.0,0.0,4
2899,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
2900,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2901,0.0,Federated States of Micronesia,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2902,0.0,Myanmar,0.0,0.0,0.0,0.0,2012,0.0,0.0,5
2903,0.0,Myanmar,0.0,0.0,0.0,0.0,1956,0.0,0.0,4
2904,0.0,Myanmar,0.0,0.0,0.0,0.0,1972,0.0,0.0,4
2905,0.0,Myanmar,0.0,0.0,0.0,0.0,1964,0.0,0.0,5
2906,0.0,Myanmar,0.0,0.0,0.0,0.0,2000,0.0,0.0,4
2907,0.0,Myanmar,0.0,0.0,0.0,0.0,1960,0.0,0.0,5
2908,0.0,Myanmar,0.0,0.0,0.0,0.0,1968,0.0,0.0,2
2909,0.0,Myanmar,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2910,0.0,Myanmar,0.0,0.0,0.0,0.0,2016,0.0,0.0,5
2911,0.0,Myanmar,0.0,0.0,0.0,0.0,1988,0.0,0.0,1
2912,0.0,Myanmar,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
2913,0.0,Myanmar,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
2914,0.0,Myanmar,0.0,0.0,0.0,0.0,2008,0.0,0.0,5
2915,0.0,Myanmar,0.0,0.0,0.0,0.0,1952,0.0,0.0,2
2916,0.0,Myanmar,0.0,0.0,0.0,0.0,1948,0.0,0.0,3
2917,0.0,Myanmar,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2918,0.0,Myanmar,0.0,0.0,0.0,0.0,1980,0.0,0.0,2
2919,0.0,Myanmar,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2920,0.0,Myanmar,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2921,0.0,Malawi,0.0,0.0,0.0,0.0,1984,0.0,0.0,3
2922,0.0,Malawi,0.0,0.0,0.0,0.0,1988,0.0,0.0,3
2923,0.0,Malawi,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2924,0.0,Malawi,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2925,0.0,Malawi,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
2926,0.0,Malawi,0.0,0.0,0.0,0.0,1972,0.0,0.0,3
2927,0.0,Malawi,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
2928,0.0,Malawi,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2929,0.0,Malawi,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
2930,0.0,Malawi,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
2931,0.0,Malawi,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
2932,0.0,Malawi,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
2945,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1996,0.0,0.0,14
2946,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1960,0.0,0.0,6
2947,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2016,0.0,0.0,18
2948,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1968,0.0,0.0,8
2949,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2000,0.0,0.0,14
2950,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2008,0.0,0.0,15
2951,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1988,0.0,0.0,13
2952,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1992,0.0,0.0,7
2953,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2012,0.0,0.0,14
2954,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2004,0.0,0.0,14
2955,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1964,0.0,0.0,7
2956,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1984,0.0,0.0,12
2957,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1972,0.0,0.0,10
2958,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,1956,0.0,0.0,5
2959,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2020,0.0,0.0,18
2960,0.0,Chinese Taipei[4],0.0,0.0,0.0,0.0,2024,0.0,0.0,17
2961,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
2962,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2963,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2964,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
2965,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2966,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
2967,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
2968,0.0,São Tomé and Príncipe,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
2976,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1972,0.0,0.0,4
2977,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1988,0.0,0.0,5
2978,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1968,0.0,0.0,1
2979,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1992,0.0,0.0,4
2980,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1996,0.0,0.0,2
2981,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1960,0.0,0.0,3
2982,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1964,0.0,0.0,1
2983,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1948,0.0,0.0,1
2984,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1984,0.0,0.0,3
2985,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1976,0.0,0.0,2
2986,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1936,0.0,0.0,3
2987,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
2988,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
2989,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
2990,0.0,Liechtenstein,0.0,0.0,0.0,0.0,1952,0.0,0.0,1
2991,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
2992,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
2993,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
2994,0.0,Liechtenstein,0.0,0.0,0.0,0.0,2024,0.0,0.0,1
2999,0.0,The Gambia,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
3000,0.0,The Gambia,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
3001,0.0,The Gambia,0.0,0.0,0.0,0.0,2012,0.0,0.0,1
3002,0.0,The Gambia,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
3003,0.0,The Gambia,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
3004,0.0,The Gambia,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
3005,0.0,The Gambia,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
3006,0.0,The Gambia,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
3007,0.0,The Gambia,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
3008,0.0,The Gambia,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
3009,0.0,The Gambia,0.0,0.0,0.0,0.0,2024,0.0,0.0,4
3010,0.0,Cook Islands,0.0,0.0,0.0,0.0,2016,0.0,0.0,5
3011,0.0,Cook Islands,0.0,0.0,0.0,0.0,2012,0.0,0.0,5
3012,0.0,Cook Islands,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
3013,0.0,Cook Islands,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
3014,0.0,Cook Islands,0.0,0.0,0.0,0.0,1988,0.0,0.0,3
3015,0.0,Cook Islands,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
3016,0.0,Cook Islands,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
3017,0.0,Cook Islands,0.0,0.0,0.0,0.0,2000,0.0,0.0,2
3018,0.0,Cook Islands,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
3019,0.0,Cook Islands,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
3029,0.0,Eswatini,0.0,0.0,0.0,0.0,2000,0.0,0.0,4
3030,0.0,Eswatini,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
3031,0.0,Eswatini,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
3032,0.0,Eswatini,0.0,0.0,0.0,0.0,1992,0.0,0.0,2
3033,0.0,Eswatini,0.0,0.0,0.0,0.0,1984,0.0,0.0,4
3034,0.0,Eswatini,0.0,0.0,0.0,0.0,1988,0.0,0.0,4
3035,0.0,Eswatini,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3036,0.0,Eswatini,0.0,0.0,0.0,0.0,1972,0.0,0.0,2
3037,0.0,Eswatini,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
3038,0.0,Eswatini,0.0,0.0,0.0,0.0,2016,0.0,0.0,1
3039,0.0,Eswatini,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
3040,0.0,Eswatini,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
3057,0.0,Aruba,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
3058,0.0,Aruba,0.0,0.0,0.0,0.0,2004,0.0,0.0,3
3059,0.0,Aruba,0.0,0.0,0.0,0.0,1992,0.0,0.0,3
3060,0.0,Aruba,0.0,0.0,0.0,0.0,1996,0.0,0.0,3
3061,0.0,Aruba,0.0,0.0,0.0,0.0,1988,0.0,0.0,5
3062,0.0,Aruba,0.0,0.0,0.0,0.0,2012,0.0,0.0,3
3063,0.0,Aruba,0.0,0.0,0.0,0.0,2016,0.0,0.0,4
3064,0.0,Aruba,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
3065,0.0,Aruba,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
3066,0.0,Aruba,0.0,0.0,0.0,0.0,2024,0.0,0.0,4
3067,0.0,Nauru,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
3068,0.0,Nauru,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
3069,0.0,Nauru,0.0,0.0,0.0,0.0,2008,0.0,0.0,1
3070,0.0,Nauru,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3071,0.0,Nauru,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
3072,0.0,Nauru,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
3073,0.0,Nauru,0.0,0.0,0.0,0.0,2020,0.0,0.0,2
3074,0.0,Nauru,0.0,0.0,0.0,0.0,2024,0.0,0.0,1
3088,0.0,Bhutan,0.0,0.0,0.0,0.0,1984,0.0,0.0,1
3089,0.0,Bhutan,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3090,0.0,Bhutan,0.0,0.0,0.0,0.0,2000,0.0,0.0,1
3091,0.0,Bhutan,0.0,0.0,0.0,0.0,2004,0.0,0.0,1
3092,0.0,Bhutan,0.0,0.0,0.0,0.0,2008,0.0,0.0,1
3093,0.0,Bhutan,0.0,0.0,0.0,0.0,1988,0.0,0.0,1
3094,0.0,Bhutan,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
3095,0.0,Bhutan,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
3096,0.0,Bhutan,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
3097,0.0,Bhutan,0.0,0.0,0.0,0.0,2020,0.0,0.0,4
3098,0.0,Bhutan,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
3099,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
3100,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2008,0.0,0.0,3
3101,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3102,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2020,0.0,0.0,1
3103,0.0,Marshall Islands,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
3104,0.0,Kiribati,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3105,0.0,Kiribati,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
3106,0.0,Kiribati,0.0,0.0,0.0,0.0,2016,0.0,0.0,2
3107,0.0,Kiribati,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
3108,0.0,Kiribati,0.0,0.0,0.0,0.0,2020,0.0,0.0,3
3109,0.0,Kiribati,0.0,0.0,0.0,0.0,2024,0.0,0.0,3
3110,0.0,Tuvalu,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
3111,0.0,Tuvalu,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3112,0.0,Tuvalu,0.0,0.0,0.0,0.0,2016,0.0,0.0,1
3113,0.0,Tuvalu,0.0,0.0,0.0,0.0,2020,0.0,0.0,1
3114,0.0,Tuvalu,0.0,0.0,0.0,0.0,2024,0.0,0.0,1
3125,0.0,South Sudan,0.0,0.0,0.0,0.0,2016,0.0,0.0,1
3126,0.0,South Sudan,0.0,0.0,0.0,0.0,2020,0.0,0.0,1
3127,0.0,South Sudan,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
3128,0.0,Lesotho,0.0,0.0,0.0,0.0,1980,0.0,0.0,1
3129,0.0,Lesotho,0.0,0.0,0.0,0.0,2000,0.0,0.0,3
3130,0.0,Lesotho,0.0,0.0,0.0,0.0,1988,0.0,0.0,2
3131,0.0,Lesotho,0.0,0.0,0.0,0.0,1996,0.0,0.0,1
3132,0.0,Lesotho,0.0,0.0,0.0,0.0,2008,0.0,0.0,2
3133,0.0,Lesotho,0.0,0.0,0.0,0.0,2004,0.0,0.0,2
3134,0.0,Lesotho,0.0,0.0,0.0,0.0,2012,0.0,0.0,2
3135,0.0,Lesotho,0.0,0.0,0.0,0.0,2016,0.0,0.0,3
3136,0.0,Lesotho,0.0,0.0,0.0,0.0,1992,0.0,0.0,1
3137,0.0,Lesotho,0.0,0.0,0.0,0.0,1984,0.0,0.0,2
3138,0.0,Lesotho,0.0,0.0,0.0,0.0,1972,0.0,0.0,1
3139,0.0,Lesotho,0.0,0.0,0.0,0.0,2020,0.0,0.0,1
3140,0.0,Lesotho,0.0,0.0,0.0,0.0,2024,0.0,0.0,2
3141,0.0,EOR,0.0,0.0,0.0,0.0,2020,0.0,0.0,12
3142,0.0,EOR,0.0,0.0,0.0,0.0,2024,0.0,0.0,13
3145,0.0,AIN,0.0,0.0,0.0,0.0,2024,0.0,0.0,10
